orientation,dist,peak_score
++,203375.0,1.0596808429921336
++,207931.0,1.017318084269727
++,210706.5,1.0280822441088957
++,214454.0,1.0011415995004815
++,219513.5,0.9921785287274931
++,226343.5,1.074315413430972
++,235563.5,1.036978068380328
++,248011.0,1.0279022492384016
++,264815.0,1.0484179958020403
++,287500.0,0.9983347252089269
++,318125.5,1.0276275007417957
++,359469.5,1.0200274853611442
++,415284.0,1.0165746641668787
++,490634.0,1.015580592695827
++,592356.0,1.0020684292677788
++,729680.5,1.0073033630898414
++,915069.0,1.000186457863719
++,1165343.5,1.0040040401458967
++,1503213.5,0.99962263028465
++,1959338.0,1.0043038422536354
++,2575106.5,1.0016963136713477
++,3406394.5,0.9999197790564847
++,4528633.0,1.002127104821531
+-,203375.0,1.1309222939932009
+-,207931.0,1.08917003708051
+-,210706.5,1.1715170641862835
+-,214454.0,1.1160906290335195
+-,219513.5,1.245976969317836
+-,226343.5,1.211637369587363
+-,235563.5,1.0855537824727473
+-,248011.0,1.1163946187288043
+-,264815.0,1.118228870801377
+-,287500.0,1.053858465505652
+-,318125.5,1.0487388582029677
+-,359469.5,1.0627585141893947
+-,415284.0,1.0549868874967734
+-,490634.0,1.0399630900029404
+-,592356.0,1.0177910233459289
+-,729680.5,1.0167773949529206
+-,915069.0,1.0058475930193616
+-,1165343.5,1.0092632584498025
+-,1503213.5,1.0028730295853592
+-,1959338.0,1.004088119478936
+-,2575106.5,1.003730971480986
+-,3406394.5,1.0022127108773282
+-,4528633.0,1.0012380235182157
-+,203375.0,1.0073784007733613
-+,207931.0,0.9593197535132062
-+,210706.5,1.0067133145515783
-+,214454.0,0.9634508585409242
-+,219513.5,0.9629522179499808
-+,226343.5,0.9770915153693417
-+,235563.5,1.0044665843241212
-+,248011.0,1.0137008419250386
-+,264815.0,0.9639096457453515
-+,287500.0,0.970742833704036
-+,318125.5,0.9809827803438793
-+,359469.5,0.967875771292416
-+,415284.0,0.9842078856620401
-+,490634.0,0.9790172669316775
-+,592356.0,0.9890616175841911
-+,729680.5,0.9940061607722956
-+,915069.0,0.9949404100875019
-+,1165343.5,1.0063096080595522
-+,1503213.5,0.998319273072061
-+,1959338.0,1.001071526619742
-+,2575106.5,0.9994024692550225
-+,3406394.5,0.998515899749056
-+,4528633.0,1.0023872542350476
--,203375.0,1.003625686747585
--,207931.0,1.013111623455598
--,210706.5,1.0439554292963242
--,214454.0,1.025751261252823
--,219513.5,1.053353225808965
--,226343.5,1.047857911658507
--,235563.5,1.0770418953541923
--,248011.0,1.046990357918148
--,264815.0,1.0534950232398756
--,287500.0,1.0074484843633864
--,318125.5,0.9908193084027664
--,359469.5,0.9937556797611018
--,415284.0,1.0000951302977716
--,490634.0,1.0075810285352582
--,592356.0,1.003555296895468
--,729680.5,1.000896744684262
--,915069.0,1.000447607060787
--,1165343.5,1.0068097605431023
--,1503213.5,0.9998457422853575
--,1959338.0,1.0001478474081011
--,2575106.5,1.0004362784971066
--,3406394.5,0.9994356369258501
--,4528633.0,1.0020690940384624
