orientation,dist,peak_score
++,101250.0,nan
++,105475.0,nan
++,107717.5,nan
++,110632.5,1.004342749637304
++,114422.0,0.9726699036624723
++,119349.0,0.9660119298651494
++,125754.0,0.9962116064806266
++,134080.0,1.0460127290841525
++,144904.0,1.0708700891350569
++,158975.5,1.051201456320739
++,177268.5,1.0003076424553514
++,201049.0,1.0345422091529142
++,231963.5,1.0727319702914329
++,272152.5,1.0065295473571452
++,324398.5,1.0692064266764765
++,392318.5,1.0435016480482004
++,480614.0,1.0275432557399458
++,595398.5,1.0281757826801274
++,744618.5,1.0150770646888871
++,938604.0,1.0031144394968112
++,1190785.0,1.0018945476245735
++,1518620.5,1.0007611045747504
++,1944807.0,0.998184406416801
++,2498849.0,0.9999683670824618
++,3219104.0,0.9989955787610119
++,4155435.5,0.9989015713867158
++,5372666.0,1.0003844680756284
++,6955066.0,0.9998813807395992
++,9012186.0,0.9993132403866937
+-,101250.0,nan
+-,105475.0,nan
+-,107717.5,nan
+-,110632.5,nan
+-,114422.0,0.9332957952872457
+-,119349.0,0.9385796634457547
+-,125754.0,1.1064179396591687
+-,134080.0,1.1623052240031393
+-,144904.0,1.1736021009162778
+-,158975.5,1.2241630726400479
+-,177268.5,1.1759889489401465
+-,201049.0,1.1860796042794868
+-,231963.5,1.2391285823016573
+-,272152.5,1.1163386896861485
+-,324398.5,1.1282079932752076
+-,392318.5,1.0744455537294553
+-,480614.0,1.0837644042027947
+-,595398.5,1.0361347431206651
+-,744618.5,1.020802752744109
+-,938604.0,1.0180489124279013
+-,1190785.0,1.0050194602217104
+-,1518620.5,1.005509112920119
+-,1944807.0,0.9991547851560252
+-,2498849.0,0.9981321314514942
+-,3219104.0,0.9981220779876252
+-,4155435.5,0.9996979467901215
+-,5372666.0,1.0012000051552297
+-,6955066.0,0.9998764630447154
+-,9012186.0,0.9999298769662774
-+,101250.0,nan
-+,105475.0,nan
-+,107717.5,nan
-+,110632.5,0.9564188555519416
-+,114422.0,0.9303071295156883
-+,119349.0,0.8751580872070794
-+,125754.0,0.8886982388549189
-+,134080.0,0.9639380750109092
-+,144904.0,0.9696188193063124
-+,158975.5,0.9528104038149091
-+,177268.5,0.9617201989176615
-+,201049.0,1.006721479387009
-+,231963.5,1.0096593340674564
-+,272152.5,1.0049479075526462
-+,324398.5,1.0205129024557604
-+,392318.5,0.9895539743406575
-+,480614.0,0.9937220568319507
-+,595398.5,1.003781406837055
-+,744618.5,1.0019733001190867
-+,938604.0,0.9983219656272271
-+,1190785.0,1.0031861215397349
-+,1518620.5,1.0027133366205454
-+,1944807.0,0.9983551416960753
-+,2498849.0,0.9986927477245828
-+,3219104.0,0.998654267644977
-+,4155435.5,0.9993788852609127
-+,5372666.0,0.9990100626240328
-+,6955066.0,0.9997079966856727
-+,9012186.0,0.9999122982416966
--,101250.0,nan
--,105475.0,nan
--,107717.5,nan
--,110632.5,0.89864059138297
--,114422.0,1.0635935220013433
--,119349.0,0.9292712931916426
--,125754.0,1.0373855318321092
--,134080.0,0.9634079813465254
--,144904.0,1.0277054484252475
--,158975.5,1.0009670341245014
--,177268.5,1.044460920274977
--,201049.0,1.0735547656572961
--,231963.5,1.047252612876117
--,272152.5,1.0535071798021962
--,324398.5,1.0208156392004992
--,392318.5,1.0206611242559653
--,480614.0,1.0260637630130351
--,595398.5,1.015844675167976
--,744618.5,1.011210360525657
--,938604.0,1.0103777211108256
--,1190785.0,1.0038442064631334
--,1518620.5,1.0040807667834364
--,1944807.0,0.9980118014558598
--,2498849.0,0.9994203056641393
--,3219104.0,0.9992753324480901
--,4155435.5,0.9986623608748817
--,5372666.0,0.9994686162766712
--,6955066.0,0.9997632658808532
--,9012186.0,1.000072065305952
