6.250000000000000000e+03 9.997853329909205389e-01
8.750000000000000000e+03 3.560796810148422198e-01
1.125000000000000000e+04 1.507839772531091305e-01
1.375000000000000000e+04 9.499703408360606061e-02
1.750000000000000000e+04 6.435135828752837350e-02
2.250000000000000000e+04 4.486975168683755150e-02
2.750000000000000000e+04 3.412288817951876496e-02
3.500000000000000000e+04 2.485331825746425749e-02
4.500000000000000000e+04 1.792756747322205371e-02
5.625000000000000000e+04 1.356169772601896299e-02
7.000000000000000000e+04 1.062269270212217419e-02
8.750000000000000000e+04 8.498092395011445921e-03
1.100000000000000000e+05 7.016535366118585929e-03
1.375000000000000000e+05 5.812176737468983077e-03
1.725000000000000000e+05 5.034089479322130002e-03
2.175000000000000000e+05 4.676133950672194464e-03
2.737500000000000000e+05 4.050992405427326915e-03
3.437500000000000000e+05 3.577755061779855708e-03
4.312500000000000000e+05 3.243443081813729336e-03
5.412500000000000000e+05 2.840577243532999702e-03
6.800000000000000000e+05 2.290566889586885448e-03
8.537500000000000000e+05 2.012490533931135007e-03
1.072500000000000000e+06 1.474698357598537134e-03
1.347500000000000000e+06 1.158555683139429054e-03
1.692500000000000000e+06 7.911118261866246972e-04
2.126250000000000000e+06 5.558247887930358897e-04
2.671250000000000000e+06 4.038163131499424843e-04
3.356250000000000000e+06 2.721771699343427677e-04
