chr_distance,peak_score
20.0,1.9093884542057769
33.75,1.8466930904174523
63.75,2.0537278764720233
123.75,2.6534161343694445
225.0,3.1286957344776636
387.5,1.971107651162868
675.0,1.6831521933852787
1350.0,0.9458772648279572
