chr_distance,peak_score
20.0,1.747746995710301
33.75,1.7897022359648036
63.75,2.8843118247682438
123.75,4.6627070242498165
225.0,4.956932559558307
387.5,4.148001202435709
675.0,3.4351144808439478
1350.0,1.8569542419821463
