chr_distance,peak_score
20.0,2.131889704941729
33.75,2.107595357814438
63.75,1.5482261186250332
123.75,1.3366235477735704
225.0,1.075489975137554
387.5,0.9748349136907702
675.0,1.0217572116122287
1350.0,0.9304494296851628
