chr_distance,peak_score
20.0,1.9385786914575003
33.75,1.7806385380090923
63.75,1.77020899969
123.75,2.3522292628207997
225.0,2.9656572348004397
387.5,1.8120543488613885
675.0,1.5575890738771239
1350.0,1.0442469945121813
