chr_distance,peak_score
20.0,2.070856208123539
33.75,1.7073846432589908
63.75,1.7234642339698956
123.75,2.041902009855137
225.0,2.137253462666849
387.5,1.6252895100180673
675.0,1.2662715758059435
1350.0,0.8779403336085758
