chr_distance,peak_score
20.0,2.0185116888069787
33.75,2.1017128548165234
63.75,2.301435116473861
123.75,3.8925957851626825
225.0,4.7553624821097085
387.5,3.683096798204557
675.0,3.7550706798551206
1350.0,1.6989827670922621
