chr_distance,peak_score
91.25,1.1428724021929892
135.0,1.3357579844249958
212.5,4.4559753565836235
318.75,1.45313979491345
475.0,4.5350342267307235
681.25,4.5430567678714135
1000.0,4.794793557449823
1525.0,4.163221122914048
