chr_distance,peak_score
91.25,1.191954631670463
135.0,1.22107856104434
212.5,1.9400538080974183
318.75,1.0809433300954132
475.0,1.4810566852258489
681.25,1.1056486219648995
1000.0,1.047179819412639
1525.0,0.9899157722809073
