chr_distance,peak_score
91.25,3.122432498384395
135.0,5.444827729808406
212.5,9.159632388838961
318.75,4.250189583812803
475.0,8.89226920715655
681.25,8.542449632404747
1000.0,7.367187292731471
1525.0,4.732118739499142
