chr_distance,peak_score
91.25,4.443043654816904
135.0,5.618702965293516
212.5,11.515446858305033
318.75,2.3530531658400173
475.0,8.898088923499662
681.25,5.631268607873627
1000.0,4.828027890713664
1525.0,1.80108302025109
