6.250000000000000000e+03 9.998379201157578944e-01
8.750000000000000000e+03 3.705839518787381048e-01
1.125000000000000000e+04 1.614968957869202526e-01
1.500000000000000000e+04 8.891399738165881028e-02
2.000000000000000000e+04 5.585275271202469471e-02
2.625000000000000000e+04 3.829993396983438075e-02
3.375000000000000000e+04 2.713475716243082814e-02
4.250000000000000000e+04 2.025276033255800703e-02
5.500000000000000000e+04 1.522108095415215107e-02
7.125000000000000000e+04 1.155778262405772819e-02
9.125000000000000000e+04 9.627125317110100597e-03
1.175000000000000000e+05 7.963396403416115807e-03
1.512500000000000000e+05 7.736603413295142784e-03
1.950000000000000000e+05 7.184125870888742604e-03
2.512500000000000000e+05 5.501812325860790630e-03
3.225000000000000000e+05 4.670134893324868336e-03
4.150000000000000000e+05 4.460700072039283995e-03
5.350000000000000000e+05 3.020500801685819907e-03
6.887500000000000000e+05 2.752260066673703747e-03
8.862500000000000000e+05 2.158824807014358711e-03
1.140000000000000000e+06 1.650665748291468881e-03
1.466250000000000000e+06 1.180784281889495730e-03
1.886250000000000000e+06 7.268384172023751276e-04
2.426250000000000000e+06 4.212694478507953430e-04
3.122500000000000000e+06 2.185491608083024219e-04
4.018750000000000000e+06 1.109302389250036255e-04
5.171250000000000000e+06 8.171983853689968773e-05
6.653750000000000000e+06 6.412558921900922307e-05
