6.250000000000000000e+03 1.000088857558738109e+00
8.750000000000000000e+03 3.500102547898027994e-01
1.125000000000000000e+04 1.471083341454160753e-01
1.500000000000000000e+04 8.214188653014656283e-02
2.000000000000000000e+04 5.354432146811390070e-02
2.625000000000000000e+04 3.775901971207801244e-02
3.375000000000000000e+04 2.704101784940290965e-02
4.250000000000000000e+04 1.993674857262678693e-02
5.500000000000000000e+04 1.439840075727762993e-02
7.125000000000000000e+04 1.050632309929283061e-02
9.125000000000000000e+04 7.751145009583807789e-03
1.175000000000000000e+05 5.577685444633891099e-03
1.512500000000000000e+05 4.004111710140398177e-03
1.950000000000000000e+05 2.686037441868498882e-03
2.512500000000000000e+05 1.815507659286325678e-03
3.225000000000000000e+05 1.239132750297299761e-03
4.150000000000000000e+05 8.544029825897219181e-04
5.350000000000000000e+05 6.032730684955158818e-04
6.887500000000000000e+05 4.504201869445064658e-04
8.862500000000000000e+05 3.409983915218301105e-04
1.140000000000000000e+06 2.635600306088451881e-04
1.466250000000000000e+06 2.231849432131525167e-04
1.886250000000000000e+06 1.958350157627157832e-04
2.426250000000000000e+06 1.742307291829677679e-04
3.122500000000000000e+06 1.413069219132237725e-04
4.018750000000000000e+06 1.020656590273429711e-04
5.171250000000000000e+06 1.134069987376416794e-04
6.653750000000000000e+06 1.181574354287901927e-04
