6.250000000000000000e+03 9.999119749217539876e-01
8.750000000000000000e+03 3.738093171006440230e-01
1.125000000000000000e+04 1.657444668008048183e-01
1.500000000000000000e+04 9.289436118428633093e-02
2.000000000000000000e+04 5.941602214084754779e-02
2.625000000000000000e+04 4.137446872161797129e-02
3.375000000000000000e+04 2.946877371335419535e-02
4.250000000000000000e+04 2.201368087863531109e-02
5.500000000000000000e+04 1.626442846992690733e-02
7.125000000000000000e+04 1.237983258337301690e-02
9.125000000000000000e+04 9.728692807776728041e-03
1.175000000000000000e+05 7.873584920103964685e-03
1.512500000000000000e+05 6.523073276753251284e-03
1.950000000000000000e+05 5.365828757607098154e-03
2.512500000000000000e+05 4.350139311367296792e-03
3.225000000000000000e+05 3.454450365785169483e-03
4.150000000000000000e+05 2.687788243450297231e-03
5.350000000000000000e+05 1.974802332930589675e-03
6.887500000000000000e+05 1.372428019435376241e-03
8.862500000000000000e+05 9.800148643260538431e-04
1.140000000000000000e+06 6.774808509962330612e-04
1.466250000000000000e+06 4.864995309559524278e-04
1.886250000000000000e+06 3.697176419030343995e-04
2.426250000000000000e+06 3.213044934030251550e-04
3.122500000000000000e+06 2.091302397521522388e-04
4.018750000000000000e+06 2.101398957508098181e-04
5.171250000000000000e+06 1.128597803857957368e-04
6.653750000000000000e+06 5.682786112077230066e-05
