6.250000000000000000e+03 9.999980211749127657e-01
8.750000000000000000e+03 4.525963362942722612e-01
1.125000000000000000e+04 2.350899951634932428e-01
1.500000000000000000e+04 1.465991940606969912e-01
2.000000000000000000e+04 1.009869873051185557e-01
2.625000000000000000e+04 7.284918334877227286e-02
3.375000000000000000e+04 5.251487960207577160e-02
4.250000000000000000e+04 3.804756962950162774e-02
5.500000000000000000e+04 2.547926850291796705e-02
7.125000000000000000e+04 1.625803257794538811e-02
9.125000000000000000e+04 1.014703252082015984e-02
1.175000000000000000e+05 6.254789219722322983e-03
1.512500000000000000e+05 3.899604582903485987e-03
1.950000000000000000e+05 2.450811074498071996e-03
2.512500000000000000e+05 1.656277089486402499e-03
3.225000000000000000e+05 1.145633048399718763e-03
4.150000000000000000e+05 7.916215179690345820e-04
5.350000000000000000e+05 5.558076006190394887e-04
6.887500000000000000e+05 4.083230161578972725e-04
8.862500000000000000e+05 2.973828941805963270e-04
1.140000000000000000e+06 2.137993772963554578e-04
1.466250000000000000e+06 1.694296606608928482e-04
1.886250000000000000e+06 1.268731195555334180e-04
2.426250000000000000e+06 1.108716573750092617e-04
3.122500000000000000e+06 9.532373044455405358e-05
4.018750000000000000e+06 7.116328469767589844e-05
5.171250000000000000e+06 6.184994983705149700e-05
6.653750000000000000e+06 6.326714809421096926e-05
