6.250000000000000000e+03 9.998361285474459681e-01
8.750000000000000000e+03 4.244614160570161498e-01
1.125000000000000000e+04 2.068945715780724504e-01
1.500000000000000000e+04 1.198936401323573431e-01
2.000000000000000000e+04 7.622969176742376562e-02
2.625000000000000000e+04 5.256536330676680330e-02
3.375000000000000000e+04 3.814597735492617631e-02
4.250000000000000000e+04 2.911660530147301695e-02
5.500000000000000000e+04 2.211896916157688950e-02
7.125000000000000000e+04 1.663824310903389350e-02
9.125000000000000000e+04 1.276672185869539601e-02
1.175000000000000000e+05 9.557463805200271459e-03
1.512500000000000000e+05 6.807605998770783519e-03
1.950000000000000000e+05 4.709627305059355465e-03
2.512500000000000000e+05 3.119338217431884708e-03
3.225000000000000000e+05 2.010342619549224021e-03
4.150000000000000000e+05 1.341390001611243070e-03
5.350000000000000000e+05 8.802985248492517945e-04
6.887500000000000000e+05 6.195166203028503946e-04
8.862500000000000000e+05 4.479180660908055204e-04
1.140000000000000000e+06 3.156775076989844632e-04
1.466250000000000000e+06 2.356329581606255450e-04
1.886250000000000000e+06 1.745400699616177361e-04
2.426250000000000000e+06 1.142601040032128551e-04
3.122500000000000000e+06 1.009808191005523578e-04
4.018750000000000000e+06 1.161561763379564748e-04
5.171250000000000000e+06 9.485263602298497660e-05
6.653750000000000000e+06 6.234065546362597856e-05
