6.250000000000000000e+03 1.000089755908436073e+00
8.750000000000000000e+03 3.946740167397445043e-01
1.125000000000000000e+04 1.824899223179707597e-01
1.500000000000000000e+04 1.058811676113398520e-01
2.000000000000000000e+04 6.987279169012226843e-02
2.625000000000000000e+04 4.963166902606745007e-02
3.375000000000000000e+04 3.593770849035383963e-02
4.250000000000000000e+04 2.668854633272721086e-02
5.500000000000000000e+04 1.900586523656752971e-02
7.125000000000000000e+04 1.326790879156072855e-02
9.125000000000000000e+04 9.216909367118100369e-03
1.175000000000000000e+05 6.120399509253657798e-03
1.512500000000000000e+05 3.952293544054637231e-03
1.950000000000000000e+05 2.511938951705822241e-03
2.512500000000000000e+05 1.628501316428516499e-03
3.225000000000000000e+05 1.107441269592130545e-03
4.150000000000000000e+05 7.878193268258310879e-04
5.350000000000000000e+05 5.745364546675058503e-04
6.887500000000000000e+05 4.084969301177855260e-04
8.862500000000000000e+05 3.036406858511574288e-04
1.140000000000000000e+06 2.493007581841881633e-04
1.466250000000000000e+06 1.778637722851385099e-04
1.886250000000000000e+06 1.379080542630997728e-04
2.426250000000000000e+06 1.122499074721382078e-04
3.122500000000000000e+06 1.014097543648500774e-04
4.018750000000000000e+06 1.034028416450942999e-04
5.171250000000000000e+06 9.110496139339910857e-05
6.653750000000000000e+06 6.728105341242930030e-05
