orientation,dist,peak_score
++,106500.0,1.2677411016405227
++,109950.0,1.2573102485753955
++,114435.0,1.2529329236437379
++,120265.5,1.26689333028138
++,127845.0,1.2666740645739045
++,137698.5,1.2378522566909735
++,150508.0,1.2175841301620534
++,167160.5,1.2243319530769368
++,188808.5,1.201306444687467
++,216951.0,1.1848263303526816
++,253537.0,1.1636105803089076
++,301098.0,1.14439102319901
++,362927.5,1.120045908641503
++,443306.0,1.1073295197727242
++,547797.5,1.0531358491467795
++,683637.0,1.0306841747548963
++,860228.5,1.0138063443286087
++,1089797.5,0.9984494602824914
++,1388237.0,0.995429028269899
++,1776208.0,0.9870577805123506
++,2280570.5,0.9794078783987794
++,2936241.5,0.9724184155681177
++,3788614.0,0.9781705798208458
++,4896698.5,0.9675481692448182
++,6337208.5,0.9719811074832944
++,8209871.5,0.9686059864942252
++,10644332.5,0.946878990215742
+-,106500.0,1.4876296506852948
+-,109950.0,1.4067744539717888
+-,114435.0,1.467312239150497
+-,120265.5,1.4683731248037155
+-,127845.0,1.476964274729582
+-,137698.5,1.4140013296283733
+-,150508.0,1.411296622246633
+-,167160.5,1.4097788115765097
+-,188808.5,1.39243108826143
+-,216951.0,1.3607679761923108
+-,253537.0,1.3469225758493535
+-,301098.0,1.2892184672664493
+-,362927.5,1.2575974748886467
+-,443306.0,1.2235751114576523
+-,547797.5,1.1378373145917406
+-,683637.0,1.1076738324260105
+-,860228.5,1.05378992192025
+-,1089797.5,1.0243248837027128
+-,1388237.0,1.0113015788005726
+-,1776208.0,0.9824439437461123
+-,2280570.5,0.982510482256999
+-,2936241.5,0.9773691241386917
+-,3788614.0,0.982571387887936
+-,4896698.5,0.9714811223254229
+-,6337208.5,0.9727131028111438
+-,8209871.5,0.9738684253050963
+-,10644332.5,0.963029553999665
-+,106500.0,1.0916090009445514
-+,109950.0,1.0824845966818013
-+,114435.0,1.0899657888666874
-+,120265.5,1.1017577395043854
-+,127845.0,1.095471596760433
-+,137698.5,1.0887471752409568
-+,150508.0,1.0862288868270484
-+,167160.5,1.0843727801187857
-+,188808.5,1.0610658591887667
-+,216951.0,1.0705748901185599
-+,253537.0,1.051550030229689
-+,301098.0,1.038185658091841
-+,362927.5,1.0287429120498075
-+,443306.0,1.0280220650659935
-+,547797.5,0.9978040716292905
-+,683637.0,0.9930054070715386
-+,860228.5,0.9840485286249856
-+,1089797.5,0.9755549612511839
-+,1388237.0,0.9809311270123608
-+,1776208.0,0.9792037061637484
-+,2280570.5,0.9752604833835671
-+,2936241.5,0.9694462877525016
-+,3788614.0,0.9750973422335842
-+,4896698.5,0.9653655318736798
-+,6337208.5,0.9730526396445197
-+,8209871.5,0.9725928370134174
-+,10644332.5,0.9580277804909035
--,106500.0,1.2547994095988426
--,109950.0,1.2310281479397214
--,114435.0,1.2504270762222676
--,120265.5,1.2342118381505618
--,127845.0,1.245415045632829
--,137698.5,1.2595194787388277
--,150508.0,1.238092509037
--,167160.5,1.2221820262839458
--,188808.5,1.216403415071521
--,216951.0,1.207424928696846
--,253537.0,1.1775111548423305
--,301098.0,1.1407617810814523
--,362927.5,1.1238769649210096
--,443306.0,1.1016509992407113
--,547797.5,1.0544738133834024
--,683637.0,1.043065261069658
--,860228.5,1.0091617328861964
--,1089797.5,0.9897982112770867
--,1388237.0,0.9858637733755091
--,1776208.0,0.9779915044255593
--,2280570.5,0.9775727475467397
--,2936241.5,0.9726924286200289
--,3788614.0,0.9810501889771511
--,4896698.5,0.9732418105800679
--,6337208.5,0.9736228913939685
--,8209871.5,0.9716807123159705
--,10644332.5,0.9708780142550633
