orientation,dist,peak_score
++,106500.0,1.222811553621622
++,109950.0,1.2003294618191416
++,114435.0,1.2046752319473857
++,120265.5,1.2214853706464932
++,127845.0,1.2102183309599943
++,137698.5,1.2027527272071925
++,150508.0,1.1910660614083983
++,167160.5,1.1968619084488425
++,188808.5,1.19363200112674
++,216951.0,1.196728648140127
++,253537.0,1.1889992073737043
++,301098.0,1.1774879184756912
++,362927.5,1.1854525863444638
++,443306.0,1.1752345031830242
++,547797.5,1.1544981162089307
++,683637.0,1.1358704189966835
++,860228.5,1.1130182543173996
++,1089797.5,1.092415473712136
++,1388237.0,1.0698579974127063
++,1776208.0,1.026588590229861
++,2280570.5,0.9770297067570561
++,2936241.5,0.9332398654792361
++,3788614.0,0.8983181921026894
++,4896698.5,0.878793906635436
++,6337208.5,0.8438348917637054
++,8209871.5,0.8425169764220801
++,10644332.5,0.8407976588866479
+-,106500.0,1.3360237278335545
+-,109950.0,1.276752336436725
+-,114435.0,1.3140367968416118
+-,120265.5,1.3080354682956394
+-,127845.0,1.3160599707874159
+-,137698.5,1.2940490109829765
+-,150508.0,1.2793578239537722
+-,167160.5,1.2874330908435576
+-,188808.5,1.2936819131727948
+-,216951.0,1.2929327527909198
+-,253537.0,1.2981293824515503
+-,301098.0,1.2780561449397747
+-,362927.5,1.283619975761551
+-,443306.0,1.272718747014065
+-,547797.5,1.2386691437123523
+-,683637.0,1.224709620810305
+-,860228.5,1.1964398832131835
+-,1089797.5,1.1700804325030922
+-,1388237.0,1.1492558943450646
+-,1776208.0,1.1011582572621443
+-,2280570.5,1.04073521215123
+-,2936241.5,0.9795772713648573
+-,3788614.0,0.9216889008252597
+-,4896698.5,0.8782323508680538
+-,6337208.5,0.8490805175564545
+-,8209871.5,0.8413572165519907
+-,10644332.5,0.8530148743878362
-+,106500.0,1.1022498558712375
-+,109950.0,1.1094756445084957
-+,114435.0,1.1226629648113509
-+,120265.5,1.1204480473986733
-+,127845.0,1.126179332724012
-+,137698.5,1.1153046395839386
-+,150508.0,1.1181812096227346
-+,167160.5,1.1219730539792034
-+,188808.5,1.1150060154349617
-+,216951.0,1.1193646111700304
-+,253537.0,1.1186561898510556
-+,301098.0,1.0988579403209386
-+,362927.5,1.1026622879730847
-+,443306.0,1.0942632165152915
-+,547797.5,1.0857129919356465
-+,683637.0,1.0645439957008316
-+,860228.5,1.046251497075707
-+,1089797.5,1.0262342072382182
-+,1388237.0,1.003885139821745
-+,1776208.0,0.9686843109783235
-+,2280570.5,0.9262620458156565
-+,2936241.5,0.901297637576902
-+,3788614.0,0.8735063303844243
-+,4896698.5,0.8599305416939778
-+,6337208.5,0.8428089944195409
-+,8209871.5,0.8326803126596665
-+,10644332.5,0.8407468303463268
--,106500.0,1.2025120373938645
--,109950.0,1.19030333613197
--,114435.0,1.2073025647987925
--,120265.5,1.2008948143644715
--,127845.0,1.2142702786318453
--,137698.5,1.2166806277179778
--,150508.0,1.199989036211658
--,167160.5,1.2027793278960928
--,188808.5,1.206652786711624
--,216951.0,1.2005756575946105
--,253537.0,1.2063055357481467
--,301098.0,1.1884946870073225
--,362927.5,1.1860705078946716
--,443306.0,1.1819769072454647
--,547797.5,1.1619514422934327
--,683637.0,1.1396984205602037
--,860228.5,1.1208003793231294
--,1089797.5,1.098849489457663
--,1388237.0,1.072078894919104
--,1776208.0,1.0331857401979843
--,2280570.5,0.9857780532101534
--,2936241.5,0.9408162881386313
--,3788614.0,0.8951976094536963
--,4896698.5,0.8653507338198767
--,6337208.5,0.84836991803074
--,8209871.5,0.8341271280369085
--,10644332.5,0.8453527240683769
